HRR,Time_Period,Total_Hospital_Beds,Available_Hospital_Beds,Hospital_Beds_Needed,Total_ICU_Beds,Available_ICU_Beds,ICU_Beds_Needed,Bed_Occupancy_Rate,ICU_Occupancy_Rate
"Rome, GA",12 Months,733,229,310,74,16,67,42.29195089,90.54054054
"Rome, GA",18 Months,733,229,202,74,16,44,27.5579809,59.45945946
"Royal Oak, MI",6 Months,2781,858,1558,324,97,338,56.0230133,104.3209877
"Royal Oak, MI",12 Months,2781,858,779,324,97,169,28.01150665,52.16049383
"Royal Oak, MI",18 Months,2781,858,508,324,97,110,18.2668105,33.95061728
"Sacramento, CA",6 Months,4381,1315,5771,616,224,1242,131.727916,201.6233766
"Sacramento, CA",12 Months,4381,1315,2886,616,224,621,65.87537092,100.8116883
"Sacramento, CA",18 Months,4381,1315,1882,616,224,405,42.95822871,65.74675325
"Saginaw, MI",6 Months,2396,962,1398,208,63,311,58.34724541,149.5192308
"Saginaw, MI",12 Months,2396,962,699,208,63,155,29.1736227,74.51923077
"Saginaw, MI",18 Months,2396,962,456,208,63,101,19.03171953,48.55769231
"Salem, OR",6 Months,487,154,711,64,10,153,145.9958932,239.0625
"Salem, OR",12 Months,487,154,355,64,10,77,72.89527721,120.3125
"Salem, OR",18 Months,487,154,232,64,10,50,47.6386037,78.125
"Salinas, CA",6 Months,740,290,834,70,37,177,112.7027027,252.8571429
"Salinas, CA",12 Months,740,290,417,70,37,89,56.35135135,127.1428571
"Salinas, CA",18 Months,740,290,272,70,37,58,36.75675676,82.85714286
"Salisbury, MD",6 Months,598,187,1068,59,26,239,178.5953177,405.0847458
"Salisbury, MD",12 Months,598,187,534,59,26,120,89.29765886,203.3898305
"Salisbury, MD",18 Months,598,187,348,59,26,78,58.19397993,132.2033898
"Salt Lake City, UT",6 Months,3999,1804,4250,526,277,898,106.2765691,170.7224335
"Salt Lake City, UT",12 Months,3999,1804,2125,526,277,449,53.13828457,85.36121673
"Salt Lake City, UT",18 Months,3999,1804,1386,526,277,293,34.65866467,55.70342205
"San Angelo, TX",6 Months,584,323,352,35,17,76,60.2739726,217.1428571
"San Angelo, TX",12 Months,584,323,176,35,17,38,30.1369863,108.5714286
"San Angelo, TX",18 Months,584,323,115,35,17,25,19.69178082,71.42857143
"San Antonio, TX",6 Months,6234,2477,6029,747,216,1281,96.71158165,171.4859438
"San Antonio, TX",12 Months,6234,2477,3014,747,216,641,48.34777029,85.80990629
"San Antonio, TX",18 Months,6234,2477,1966,747,216,418,31.53673404,55.95716198
"San Bernardino, CA",6 Months,5691,2125,6562,690,231,1379,115.3048673,199.8550725
"San Bernardino, CA",12 Months,5691,2125,3281,690,231,690,57.65243367,100
"San Bernardino, CA",18 Months,5691,2125,2140,690,231,450,37.60323318,65.2173913
"San Diego, CA",6 Months,6178,1949,8244,802,358,1746,133.4412431,217.7057357
"San Diego, CA",12 Months,6178,1949,4122,802,358,873,66.72062156,108.8528678
"San Diego, CA",18 Months,6178,1949,2688,802,358,569,43.50922629,70.94763092
"San Francisco, CA",6 Months,3776,1139,3524,439,203,755,93.32627119,171.9817768
"San Francisco, CA",12 Months,3776,1139,1762,439,203,377,46.66313559,85.87699317
"San Francisco, CA",18 Months,3776,1139,1149,439,203,246,30.42902542,56.03644647
"San Jose, CA",6 Months,2547,916,3987,341,146,842,156.5371025,246.9208211
"San Jose, CA",12 Months,2547,916,1994,341,146,421,78.28818218,123.4604106
"San Jose, CA",18 Months,2547,916,1300,341,146,275,51.04043973,80.64516129
"San Luis Obispo, CA",6 Months,390,202,601,54,33,131,154.1025641,242.5925926
"San Luis Obispo, CA",12 Months,390,202,300,54,33,66,76.92307692,122.2222222
"San Luis Obispo, CA",18 Months,390,202,196,54,33,43,50.25641026,79.62962963
"San Mateo County, CA",6 Months,1555,452,1852,198,88,398,119.0996785,201.010101
"San Mateo County, CA",12 Months,1555,452,926,198,88,199,59.54983923,100.5050505
"San Mateo County, CA",18 Months,1555,452,604,198,88,130,38.84244373,65.65656566
"Santa Barbara, CA",6 Months,858,246,997,82,35,214,116.2004662,260.9756098
"Santa Barbara, CA",12 Months,858,246,498,82,35,107,58.04195804,130.4878049
"Santa Barbara, CA",18 Months,858,246,325,82,35,70,37.87878788,85.36585366
"Santa Cruz, CA",6 Months,359,169,631,22,6,134,175.7660167,609.0909091
"Santa Cruz, CA",12 Months,359,169,316,22,6,67,88.02228412,304.5454545
"Santa Cruz, CA",18 Months,359,169,206,22,6,44,57.3816156,200
"Santa Rosa, CA",6 Months,1272,306,1133,93,45,247,89.07232704,265.5913978
"Santa Rosa, CA",12 Months,1272,306,566,93,45,124,44.49685535,133.3333333
"Santa Rosa, CA",18 Months,1272,306,369,93,45,81,29.00943396,87.09677419
"Sarasota, FL",6 Months,1309,604,1149,159,77,275,87.77692895,172.9559748
"Sarasota, FL",12 Months,1309,604,574,159,77,137,43.85026738,86.16352201
"Sarasota, FL",18 Months,1309,604,375,159,77,90,28.64782277,56.60377358
"Savannah, GA",6 Months,2050,650,1955,163,55,422,95.36585366,258.8957055
"Savannah, GA",12 Months,2050,650,978,163,55,211,47.70731707,129.4478528
"Savannah, GA",18 Months,2050,650,638,163,55,138,31.12195122,84.66257669
"Sayre, PA",6 Months,591,215,435,62,28,96,73.60406091,154.8387097
"Sayre, PA",12 Months,591,215,217,62,28,48,36.71742809,77.41935484
"Sayre, PA",18 Months,591,215,142,62,28,31,24.02707276,50
"Scranton, PA",6 Months,782,324,723,65,31,160,92.45524297,246.1538462
"Scranton, PA",12 Months,782,324,362,65,31,80,46.2915601,123.0769231
"Scranton, PA",18 Months,782,324,236,65,31,52,30.17902813,80
"Seattle, WA",6 Months,4700,1366,6667,651,209,1419,141.8510638,217.9723502
"Seattle, WA",12 Months,4700,1366,3334,651,209,709,70.93617021,108.9093702
"Seattle, WA",18 Months,4700,1366,2174,651,209,463,46.25531915,71.12135177
"Shreveport, LA",6 Months,2468,1080,1484,283,111,321,60.12965964,113.4275618
"Shreveport, LA",12 Months,2468,1080,742,283,111,161,30.06482982,56.89045936
"Shreveport, LA",18 Months,2468,1080,484,283,111,105,19.61102107,37.1024735
"Sioux City, IA",6 Months,909,362,548,59,23,119,60.2860286,201.6949153
"Sioux City, IA",12 Months,909,362,274,59,23,60,30.1430143,101.6949153
"Sioux City, IA",18 Months,909,362,179,59,23,39,19.6919692,66.10169492
"Sioux Falls, SD",6 Months,4065,1653,1693,103,52,368,41.64821648,357.2815534
"Sioux Falls, SD",12 Months,4065,1653,847,103,52,184,20.83640836,178.6407767
"Sioux Falls, SD",18 Months,4065,1653,552,103,52,120,13.57933579,116.5048544
"Slidell, LA",6 Months,536,338,420,137,70,92,78.35820896,67.15328467
"Slidell, LA",12 Months,536,338,210,137,70,46,39.17910448,33.57664234
"Slidell, LA",18 Months,536,338,137,137,70,30,25.55970149,21.89781022
"South Bend, IN",6 Months,1273,551,1504,148,70,325,118.1461115,219.5945946
"South Bend, IN",12 Months,1273,551,752,148,70,162,59.07305577,109.4594595
"South Bend, IN",18 Months,1273,551,490,148,70,106,38.49175177,71.62162162
"Spartanburg, SC",6 Months,809,280,844,125,65,184,104.3263288,147.2
"Spartanburg, SC",12 Months,809,280,422,125,65,92,52.1631644,73.6
"Spartanburg, SC",18 Months,809,280,275,125,65,60,33.99258344,48
"Spokane, WA",6 Months,3652,1657,3385,355,134,734,92.68893757,206.7605634
"Spokane, WA",12 Months,3652,1657,1693,355,134,367,46.35815991,103.3802817
"Spokane, WA",18 Months,3652,1657,1104,355,134,239,30.23001095,67.32394366
"Springdale, AR",6 Months,1144,616,1207,135,73,257,105.506993,190.3703704
"Springdale, AR",12 Months,1144,616,603,135,73,129,52.70979021,95.55555556
"Springdale, AR",18 Months,1144,616,394,135,73,84,34.44055944,62.22222222
"Springfield, IL",6 Months,2426,1172,1800,213,79,395,74.19620775,185.4460094
"Springfield, IL",12 Months,2426,1172,900,213,79,197,37.09810387,92.48826291
"Springfield, IL",18 Months,2426,1172,587,213,79,129,24.19620775,60.56338028
"Springfield, MA",6 Months,1588,500,1677,195,73,363,105.604534,186.1538462
"Springfield, MA",12 Months,1588,500,838,195,73,182,52.77078086,93.33333333
"Springfield, MA",18 Months,1588,500,547,195,73,118,34.44584383,60.51282051
"Springfield, MO",6 Months,2078,819,1955,226,67,432,94.08084697,191.1504425
"Springfield, MO",12 Months,2078,819,978,226,67,216,47.06448508,95.57522124
"Springfield, MO",18 Months,2078,819,638,226,67,141,30.70259865,62.38938053
"St. Cloud, MN",6 Months,898,227,563,45,16,121,62.69487751,268.8888889
"St. Cloud, MN",12 Months,898,227,282,45,16,60,31.40311804,133.3333333
"St. Cloud, MN",18 Months,898,227,184,45,16,39,20.48997773,86.66666667
"St. Joseph, MI",6 Months,393,238,312,20,9,69,79.38931298,345
"St. Joseph, MI",12 Months,393,238,156,20,9,34,39.69465649,170
"St. Joseph, MI",18 Months,393,238,102,20,9,22,25.95419847,110
"St. Louis, MO",6 Months,10187,4326,7429,1180,547,1604,72.92627859,135.9322034
"St. Louis, MO",12 Months,10187,4326,3715,1180,547,802,36.46804751,67.96610169
"St. Louis, MO",18 Months,10187,4326,2423,1180,547,523,23.78521645,44.3220339
"St. Paul, MN",6 Months,1604,582,2358,183,48,502,147.0074813,274.3169399
"St. Paul, MN",12 Months,1604,582,1179,183,48,251,73.50374065,137.1584699
"St. Paul, MN",18 Months,1604,582,769,183,48,164,47.94264339,89.61748634
"St. Petersburg, FL",6 Months,1424,613,1014,139,33,225,71.20786517,161.8705036
"St. Petersburg, FL",12 Months,1424,613,507,139,33,113,35.60393258,81.29496403
"St. Petersburg, FL",18 Months,1424,613,331,139,33,74,23.24438202,53.23741007
"Stockton, CA",6 Months,918,329,1276,121,41,270,138.9978214,223.1404959
"Stockton, CA",12 Months,918,329,638,121,41,135,69.49891068,111.5702479
"Stockton, CA",18 Months,918,329,416,121,41,88,45.31590414,72.72727273
"Sun City, AZ",6 Months,845,364,734,119,81,177,86.86390533,148.7394958
"Sun City, AZ",12 Months,845,364,367,119,81,89,43.43195266,74.78991597
"Sun City, AZ",18 Months,845,364,239,119,81,58,28.28402367,48.7394958
"Syracuse, NY",6 Months,3062,950,2320,243,77,501,75.76747224,206.1728395
"Syracuse, NY",12 Months,3062,950,1160,243,77,250,37.88373612,102.8806584
"Syracuse, NY",18 Months,3062,950,757,243,77,163,24.72240366,67.0781893
"Tacoma, WA",6 Months,1388,366,1766,197,62,375,127.2334294,190.3553299
"Tacoma, WA",12 Months,1388,366,883,197,62,187,63.6167147,94.92385787
"Tacoma, WA",18 Months,1388,366,576,197,62,122,41.49855908,61.92893401
"Takoma Park, MD",6 Months,1181,294,2156,150,48,454,182.557155,302.6666667
"Takoma Park, MD",12 Months,1181,294,1078,150,48,227,91.27857748,151.3333333
"Takoma Park, MD",18 Months,1181,294,703,150,48,148,59.52582557,98.66666667
"Tallahassee, FL",6 Months,2242,603,1845,193,50,393,82.2925959,203.626943
"Tallahassee, FL",12 Months,2242,603,923,193,50,197,41.16859946,102.0725389
"Tallahassee, FL",18 Months,2242,603,602,193,50,128,26.85102587,66.32124352
"Tampa, FL",6 Months,4005,1289,3241,515,165,695,80.92384519,134.9514563
"Tampa, FL",12 Months,4005,1289,1621,515,165,347,40.47440699,67.37864078
"Tampa, FL",18 Months,4005,1289,1057,515,165,226,26.39200999,43.88349515
"Temple, TX",6 Months,985,390,1114,162,50,233,113.0964467,143.8271605
"Temple, TX",12 Months,985,390,557,162,50,117,56.54822335,72.22222222
"Temple, TX",18 Months,985,390,363,162,50,76,36.85279188,46.91358025
"Terre Haute, IN",6 Months,468,207,391,64,37,85,83.54700855,132.8125
"Terre Haute, IN",12 Months,468,207,196,64,37,42,41.88034188,65.625
"Terre Haute, IN",18 Months,468,207,128,64,37,28,27.35042735,43.75
"Texarkana, AR",6 Months,656,383,558,90,62,122,85.06097561,135.5555556
"Texarkana, AR",12 Months,656,383,279,90,62,61,42.5304878,67.77777778
"Texarkana, AR",18 Months,656,383,182,90,62,40,27.74390244,44.44444444
"Toledo, OH",6 Months,2679,1122,2142,456,179,463,79.95520717,101.5350877
"Toledo, OH",12 Months,2679,1122,1071,456,179,232,39.97760358,50.87719298
"Toledo, OH",18 Months,2679,1122,699,456,179,151,26.09182531,33.11403509
"Topeka, KS",6 Months,1304,594,980,112,49,211,75.15337423,188.3928571
"Topeka, KS",12 Months,1304,594,490,112,49,106,37.57668712,94.64285714
"Topeka, KS",18 Months,1304,594,320,112,49,69,24.5398773,61.60714286
"Traverse City, MI",6 Months,756,293,547,26,7,123,72.35449735,473.0769231
"Traverse City, MI",12 Months,756,293,273,26,7,61,36.11111111,234.6153846
"Traverse City, MI",18 Months,756,293,178,26,7,40,23.54497354,153.8461538
"Tucson, AZ",6 Months,2677,1184,2754,335,161,607,102.8763541,181.1940299
"Tucson, AZ",12 Months,2677,1184,1377,335,161,304,51.43817706,90.74626866
"Tucson, AZ",18 Months,2677,1184,898,335,161,198,33.54501307,59.10447761
"Tulsa, OK",6 Months,4185,1783,2983,486,159,644,71.27837515,132.5102881
"Tulsa, OK",12 Months,4185,1783,1491,486,159,322,35.62724014,66.25514403
"Tulsa, OK",18 Months,4185,1783,973,486,159,210,23.24970131,43.20987654
"Tupelo, MS",6 Months,1634,818,860,104,61,185,52.63157895,177.8846154
"Tupelo, MS",12 Months,1634,818,430,104,61,93,26.31578947,89.42307692
"Tupelo, MS",18 Months,1634,818,280,104,61,60,17.13586291,57.69230769
"Tuscaloosa, AL",6 Months,1066,297,593,143,37,126,55.62851782,88.11188811
"Tuscaloosa, AL",12 Months,1066,297,297,143,37,63,27.86116323,44.05594406
"Tuscaloosa, AL",18 Months,1066,297,193,143,37,41,18.10506567,28.67132867
"Tyler, TX",6 Months,1338,527,1233,224,127,270,92.15246637,120.5357143
"Tyler, TX",12 Months,1338,527,616,224,127,135,46.03886398,60.26785714
"Tyler, TX",18 Months,1338,527,402,224,127,88,30.04484305,39.28571429
"Urbana, IL",6 Months,1047,480,1004,99,54,216,95.8930277,218.1818182
"Urbana, IL",12 Months,1047,480,502,99,54,108,47.94651385,109.0909091
"Urbana, IL",18 Months,1047,480,327,99,54,70,31.23209169,70.70707071
"Ventura, CA",6 Months,1087,278,1854,163,94,397,170.5611776,243.5582822
"Ventura, CA",12 Months,1087,278,927,163,94,199,85.28058878,122.0858896
"Ventura, CA",18 Months,1087,278,605,163,94,130,55.65777369,79.75460123
"Victoria, TX",6 Months,574,352,324,46,18,71,56.44599303,154.3478261
"Victoria, TX",12 Months,574,352,162,46,18,35,28.22299652,76.08695652
"Victoria, TX",18 Months,574,352,106,46,18,23,18.46689895,50
"Waco, TX",6 Months,720,261,738,60,24,160,102.5,266.6666667
"Waco, TX",12 Months,720,261,369,60,24,80,51.25,133.3333333
"Waco, TX",18 Months,720,261,241,60,24,52,33.47222222,86.66666667
"Washington, DC",6 Months,5055,1595,6000,601,218,1277,118.694362,212.4792013
"Washington, DC",12 Months,5055,1595,3000,601,218,638,59.34718101,106.156406
"Washington, DC",18 Months,5055,1595,1957,601,218,416,38.71414441,69.21797005
"Waterloo, IA",6 Months,668,340,471,36,19,103,70.50898204,286.1111111
"Waterloo, IA",12 Months,668,340,236,36,19,51,35.32934132,141.6666667
"Waterloo, IA",18 Months,668,340,154,36,19,33,23.05389222,91.66666667
"Wausau, WI",6 Months,403,152,428,72,45,94,106.2034739,130.5555556
"Wausau, WI",12 Months,403,152,214,72,45,47,53.10173697,65.27777778
"Wausau, WI",18 Months,403,152,139,72,45,31,34.49131514,43.05555556
"White Plains, NY",6 Months,2973,597,2498,243,137,539,84.02287252,221.8106996
"White Plains, NY",12 Months,2973,597,1249,243,137,270,42.01143626,111.1111111
"White Plains, NY",18 Months,2973,597,815,243,137,176,27.41338715,72.42798354
"Wichita Falls, TX",6 Months,516,298,432,24,8,94,83.72093023,391.6666667
"Wichita Falls, TX",12 Months,516,298,216,24,8,47,41.86046512,195.8333333
"Wichita Falls, TX",18 Months,516,298,141,24,8,30,27.3255814,125
"Wichita, KS",6 Months,4590,2225,2663,442,202,578,58.01742919,130.7692308
"Wichita, KS",12 Months,4590,2225,1331,442,202,289,28.99782135,65.38461538
"Wichita, KS",18 Months,4590,2225,868,442,202,188,18.91067538,42.53393665
"Wilkes-Barre, PA",6 Months,651,263,562,102,24,124,86.32872504,121.5686275
"Wilkes-Barre, PA",12 Months,651,263,281,102,24,62,43.16436252,60.78431373
"Wilkes-Barre, PA",18 Months,651,263,183,102,24,40,28.11059908,39.21568627
"Wilmington, DE",6 Months,1845,601,1766,237,62,379,95.71815718,159.9156118
"Wilmington, DE",12 Months,1845,601,883,237,62,189,47.85907859,79.74683544
"Wilmington, DE",18 Months,1845,601,576,237,62,124,31.2195122,52.32067511
"Wilmington, NC",6 Months,1005,251,1092,90,17,240,108.6567164,266.6666667
"Wilmington, NC",12 Months,1005,251,546,90,17,120,54.32835821,133.3333333
"Wilmington, NC",18 Months,1005,251,356,90,17,78,35.42288557,86.66666667
"Winchester, VA",6 Months,1051,357,981,84,22,213,93.3396765,253.5714286
"Winchester, VA",12 Months,1051,357,491,84,22,107,46.71741199,127.3809524
"Winchester, VA",18 Months,1051,357,320,84,22,70,30.44719315,83.33333333
"Winston-Salem, NC",6 Months,2870,843,2530,499,40,552,88.1533101,110.6212425
"Winston-Salem, NC",12 Months,2870,843,1265,499,40,276,44.07665505,55.31062124
"Winston-Salem, NC",18 Months,2870,843,825,499,40,180,28.7456446,36.07214429
"Worcester, MA",6 Months,1525,425,1807,169,43,387,118.4918033,228.9940828
"Worcester, MA",12 Months,1525,425,904,169,43,194,59.27868852,114.7928994
"Worcester, MA",18 Months,1525,425,589,169,43,126,38.62295082,74.55621302
"Yakima, WA",6 Months,369,200,611,58,33,131,165.5826558,225.862069
"Yakima, WA",12 Months,369,200,306,58,33,65,82.92682927,112.0689655
"Yakima, WA",18 Months,369,200,199,58,33,43,53.9295393,74.13793103
"York, PA",6 Months,868,267,963,79,8,210,110.9447005,265.8227848
"York, PA",12 Months,868,267,482,79,8,105,55.52995392,132.9113924
"York, PA",18 Months,868,267,314,79,8,68,36.17511521,86.07594937
"Youngstown, OH",6 Months,1555,543,1408,158,66,312,90.54662379,197.4683544
"Youngstown, OH",12 Months,1555,543,704,158,66,156,45.2733119,98.73417722
"Youngstown, OH",18 Months,1555,543,459,158,66,102,29.51768489,64.55696203
